HS부호,한글품목명,영문품목명
6304110000,메리야스 편물이나 뜨개질 편물로 만든 것,Knitted or crocheted
6304190000,기타,Other
6304200000,베드 네트(이 류의 소호주 제1호에 규정된 것으로 한정한다),Bed nets specified in Subheading Note 1 to this Chapter
6304910000,메리야스 편물이나 뜨개질 편물로 만든 것,Knitted or crocheted
6304920000,면으로 만든 것(메리야스 편물이나 뜨개질 편물은 제외한다),"Not knitted or crocheted, of cotton"
6304930000,합성섬유로 만든 것(메리야스 편물이나 뜨개질 편물은 제외한다),"Not knitted or crocheted, of synthetic fibres"
6304990000,그 밖의 방직용 섬유로 만든 것(메리야스 편물이나 뜨개질 편물은 제외한다),"Not knitted or crocheted, of other textile materials"
6305100000,황마나 제5303호의 그 밖의 방직용 인피(靭皮)섬유로 만든 것,Of jute or of other textile bast fibres of heading 53.03
6305200000,면으로 만든 것,Of cotton
6305320000,중간 벌크컨테이너(신축성이 있는 것으로 한정한다),Flexible intermediate bulk containers
6305330000,기타[폴리에틸렌ㆍ폴리프로필렌 스트립(strip)이나 그 밖에 이와 유사한 것으로 만든 것으로 한정한다],"Other, of polyethylene or polypropylene strip or the like"
6305390000,기타,Other
6305900000,그 밖의 방직용 섬유로 만든 것,Of other textile materials
6306120000,합성섬유로 만든 것,Of synthetic fibres
6306190000,그 밖의 방직용 섬유로 만든 것,Of other textile materials
6306220000,합성섬유로 만든 것,Of synthetic fibres
6306290000,그 밖의 방직용 섬유로 만든 것,Of other textile materials
6306300000,돛,Sails
6306400000,압축공기식 매트리스(mattress),Pneumatic mattresses
6306901000,면으로 만든 것,Of cotton
6306902000,합성섬유로 만든 것,Of synthetic fibres
6306909000,기타,Other
6307100000,마루닦이포ㆍ접시닦이포ㆍ더스터(duster)와 이와 유사한 청소용 포,"Floor-cloths, dish-cloths, dusters and similar cleaning cloths"
6307200000,구명재킷과 구명벨트,Life-jackets and life-belts
6307901000,신발류 끈,Footwear lace
6307902000,보자기,Cloth wrappers
6307903000,드레스 패턴(dress pattern),Dress patterns
63079040,안면마스크,Face masks
6307904010,수술용 마스크,For surgery
6307904020,보건용 마스크,For hygienic purpose
6307904030,비말차단용 마스크,For anti-droplet
6307904090,그 밖의 안면마스크,Other
6307909000,기타,Other
6308000000,"러그(rug)용ㆍ태피스트리(tapestry)용ㆍ자수한 테이블보용ㆍ서비에트(serviette)용 직물이나 실로 구성된 세트(부속품이 있는지에 상관없다), 이와 유사한 방직용 섬유제품을 제조하기 위한 것으로서 소매용으로 포장한 것","Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into rugs, tapestries, embroidered table cloths or serviettes, or similar textile articles, put up in packings for retail sale."
6309000000,사용하던 의류와 그 밖의 사용하던 물품,Worn clothing and other worn articles.
6310100000,선별한 것,Sorted
6310900000,기타,Other
6401100000,보호용 금속 토캡(toe-cap)을 넣은 신발,Footwear incorporating a protective metal toe-cap
6401921000,스키부츠,Ski-boots
64019290,기타,Other
6401929010,고무로 만든 것,Of rubber
6401929090,기타,Other
64019910,무릎을 덮는 것,Covering the knee
6401991010,고무로 만든 것,Of rubber
6401991090,기타,Other
6401999000,기타,Other
6402120000,스키부츠ㆍ크로스컨트리스키화ㆍ스노보드부츠,"Ski-boots, cross-country ski footwear and snowboard boots"
6402190000,기타,Other
6402200000,신발[갑피(甲皮)끈을 플러그(plug) 삽입식으로 바닥에 조립한 것으로 한정한다],Footwear with upper straps or thongs assembled to the sole by means of plugs
6402911000,방한화,"Footwear, protective against cold"
6402912000,테니스화ㆍ농구화ㆍ체조화ㆍ훈련화나 이와 유사한 것,"Tennis shoes, basketball shoes, gym shoes, training shoes and the like"
6402919000,기타,Other
6402991000,샌들이나 이와 유사한 신발로서 주조에 의하여 단일체로 제조된 것,"Sandals or similar footwear, produced in one piece by moulding"
6402992000,테니스화ㆍ농구화ㆍ체조화ㆍ훈련화나 이와 유사한 것,"Tennis shoes, basketball shoes, gym shoes, training shoes and the like"
6402999000,기타,Other
6403120000,스키부츠ㆍ크로스컨트리스키화ㆍ스노보드부츠,"Ski-boots, cross-country ski footwear and snowboard boots"
6403190000,기타,Other
6403200000,"신발류[바깥 바닥을 가죽으로 만들고, 갑피(甲皮)를?발등과 엄지발가락의 주위를 감싸는 가죽끈으로 만든 것으로 한정한다]","Footwear with outer soles of leather, and uppers which consist of leather straps across the instep and around the big toe"
6403400000,그 밖의 신발류[보호용 금속 토캡(toe-cap)을 넣은 것으로 한정한다],"Other footwear, incorporating a protective metal toe-cap"
6403510000,발목을 덮는 것,Covering the ankle
6403591000,드레스화,Dress shoes
6403599000,기타,Other
6403911000,드레스화,Dress shoes
6403912000,등산화,Mountaineering footwear
6403913000,편상화(lace-boots),Lace-boots
6403914000,테니스화ㆍ농구화ㆍ체조화ㆍ훈련화나 이와 유사한 것,"Tennis shoes, basketball shoes, gym shoes, training shoes and the like"
6403919000,기타,Other
6403991000,드레스화,Dress shoes
6403992000,등산화,Mountaineering footwear
6403994000,테니스화ㆍ농구화ㆍ체조화ㆍ훈련화나 이와 유사한 것,"Tennis shoes, basketball shoes, gym shoes, training shoes and the like"
6403999000,기타,Other
6404110000,"스포츠용 신발류, 테니스화ㆍ농구화ㆍ체조화ㆍ훈련화나 이와 유사한 것","Sports footwear; tennis shoes, basketball shoes, gym shoes, training shoes and the like"
6404191000,실내화,Slippers
6404199000,기타,Other
6404200000,신발류[바깥 바닥을 가죽이나 콤퍼지션 레더(composition leather)로 만든 것으로 한정한다],Footwear with outer soles of leather or composition leather
6405100000,갑피(甲皮)를 가죽이나 콤퍼지션 레더(composition leather)로 만든 것,With uppers of leather or composition leather
6405200000,갑피(甲皮)를 방직용 섬유재료로 만든 것,With uppers of textile materials
6405900000,기타,Other
6406101000,갑피,Uppers
6406102000,부분품,Parts
6406201000,바깥바닥,Outer soles
6406202000,뒷굽,Heels
6406902000,갈아 끼울 수 있는 안창,Removable in-soles
6406903000,각반,Gaiters
6406909000,기타,Other
6501000000,"모체(hat-form)[펠트(felt)로 만든 성형하지 않은 것으로서 차양을 붙이지 않은 것으로 한정한다], 펠트(felt)로 만든 플래토우(plateaux)와 망숑(manchon)[슬릿망숑(slit manchon)을 포함한다]","Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux and manchons (including slit manchons), of felt."
6502000000,"모체(hat-shape)[각종 재료로 만든 스트립(strip)을 엮거나 결합하여 만든 것으로서 미성형인 것, 차양을 붙이지 않은 것, 안을 대지 않거나 장식하지 않은 것으로 한정한다]","Hat-shapes, plaited or made by assembling strips of any material, neither blocked to shape, nor with made brims, nor lined, nor trimmed."
6504000000,"모자[각종 재료로 만든 스트립(strip)을 엮거나 결합하여 만든 것으로 한정하며, 안을 댄 것인지 또는 장식한 것인지에 상관없다]","Hats and other headgear, plaited or made by assembling strips of any material, whether or not lined or trimmed."
6505001000,헤어네트,Hair-nets
65050090,기타,Other
650500901,메리야스나 뜨개질 모자,Knitted or crocheted headgear
6505009011,합성섬유로 만든 것,Of synthetic fibres
6505009019,그 밖의 섬유로 만든 것,Of other fibres
650500902,방직용 섬유의 직물로 만든 모자[펠트(felt)로 만든 것은 제외한다],Headgear of textile fabric (other than felt)
6505009021,운동모,Sports cap
6505009029,기타,Other
6505009090,기타,Other
6506100000,안전모자,Safety headgear
6506910000,고무나 플라스틱으로 만든 것,Of rubber or of plastics
6506990000,그 밖의 재료로 만든 것,Of other materials
6507000000,헤드밴드ㆍ내장재ㆍ커버ㆍ모자의 파운데이션(foundation)ㆍ모자의 프레임(frame)ㆍ챙ㆍ턱끈,"Head-bands, lining, covers, hat foundations, hat frames, peaks and chinstraps, for headgear."
6601100000,정원용 산류(傘類)나 이와 유사한 산류(傘類),Garden or similar umbrellas
6601910000,대가 절첩식(折疊式)인 것,Having a telescopic shaft
6601992000,양산,Sun umbrellas
6601999000,기타,Other
6602001000,지팡이,Walking-sticks
6602009000,기타,Other
6603200000,산류(傘類)의 틀(대에 부착된 틀을 포함한다),"Umbrella frames, including frames mounted on shafts (sticks)"
6603900000,기타,Other
6701000000,새의 깃털이나 솜털이 붙은 가죽과 그 밖의 부분ㆍ깃털과 그 부분ㆍ솜털과 이들의 제품[제0505호의 물품과 가공한 깃대(scape)ㆍ깃촉(quill)은 제외한다],"Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down and articles thereof (other than goods of heading 05.05 and worked quills and scapes)."
6702100000,플라스틱으로 만든 것,Of plastics
6702901000,직물로 만든 것,Of woven fabrics
6702909000,기타,Other
6703001000,사람 머리카락,Human hair
6703009000,기타,Other
6704110000,전체가발,Complete wigs
6704191000,부분가발,Partial wigs
6704194000,가속눈썹,False eyelashes
6704199000,기타,Other
6704201000,전체가발,Complete wigs
6704202000,부분가발,Partial wigs
6704205000,가속눈썹,False eyelashes
6704209000,기타,Other
6704900000,그 밖의 재료로 만든 것,Of other materials
6801000000,"포석ㆍ연석ㆍ판석[천연 석재로 한정하며, 슬레이트(slate)는 제외한다]","Setts, curbstones and flagstones, of natural stone (except slate)."
6802100000,"타일ㆍ큐브와 이와 유사한 물품(직사각형인지에 상관없으며 가장 넓은 면이 변의 길이가 7센티미터 미만인 정사각형의 면적 이내인 것으로 한정한다), 인공적으로 착색한 알갱이ㆍ조각ㆍ가루","Tiles, cubes and similar articles, whether or not rectangular (including square), the largest face of which is capable of being enclosed in a square the side of which is less than 7 ㎝; artificially coloured granules, chippings and powder"
6802211000,대리석,Marble
6802212000,트래버틴(travertine),Travertine
6802213000,설화석고(alabaster),Alabaster
6802230000,화강암,Granite
6802291000,그 밖의 석회질 암석,Other calcareous stone
6802299000,기타,Other
6802911000,대리석,Marble
6802912000,트래버틴(travertine),Travertine
6802913000,설화석고(alabaster),Alabaster
6802920000,그 밖의 석회질 암석,Other calcareous stone
6802930000,화강암,Granite
6802990000,그 밖의 돌,Other stone
6803000000,"가공한 슬레이트(slate)와 슬레이트(slate) 제품, 응결 슬레이트(slate)의 제품",Worked slate and articles of slate or of agglomerated slate.
6804100000,밀스톤(millstone)과 그라인드스톤(grindstone)[밀링(milling)용ㆍ그라인딩(grinding)용ㆍ펄핑(pulping)용으로 한정한다],"Millstones and grindstones for milling, grinding or pulping"
6804210000,합성ㆍ천연 다이아몬드로 만든 것(응결된 것으로 한정한다),Of agglomerated synthetic or natural diamond
6804221000,반도체 웨이퍼 연마용,For grinding semiconductor wafer
6804229000,기타,Other
6804230000,천연석으로 만든 것,Of natural stone
6804300000,수지석(手砥石),Hand sharpening or polishing stones
6805100000,방직용 섬유의 직물만을 기본 재료로 한 것,On a base of woven textile fabric only
6805200000,종이나 판지만을 기본 재료로 한 것,On a base of paper or paperboard only
6805300000,그 밖의 재료를 기본 재료로 한 것,On a base of other materials
6806101000,슬래그 울(slag wool),Slag wool
6806102000,암면(rock wool),Rock wool
6806103000,세라믹 파이버,Ceramic fibre
6806109000,기타,Other
6806201000,박리한 질석(蛭石),Exfoliated vermiculite
6806202000,팽창점토,Expanded clays
6806204000,팽창퍼라이트,Expanded perlite
6806209000,기타,Other
6806901000,내화피복재,Fire proofing material
6806909000,기타,Other
6807100000,롤 모양인 것,In rolls
6807900000,기타,Other
6808000000,패널ㆍ보드ㆍ타일ㆍ블록과 이와 유사한 물품[식물성 섬유ㆍ짚ㆍ목재의 대팻밥ㆍ칩ㆍ파티클(particle)ㆍ톱밥이나 그 밖의 웨이스트(waste)를 시멘트ㆍ플라스터(plaster)나 그 밖의 광물성 결합재로 응결시킨 것으로 한정한다],"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, chips, particles, sawdust or other waste, of wood, agglomerated with cement, plaster or other mineral binders."
6809110000,종이나 판지만을 입혔거나 보강한 것,Faced or reinforced with paper or paperboard only
6809190000,기타,Other
6809900000,그 밖의 제품,Other articles
6810111000,블록,Blocks
6810112000,벽돌,Bricks
6810191000,타일,Tiles
6810192000,판석,Flagstones
6810199000,기타,Other
6810910000,조립식 건축자재(건축용이나 토목 공사용으로 한정한다),Prefabricated structural components for building or civil engineering
6810992000,파일,Pile
6810993000,전신주,Electric pole
6810999000,기타,Other
6811400000,석면을 함유한 것,Containing asbestos
6811810000,물결 모양의 시트(sheet),Corrugated sheets
6811820000,그 밖의 시트(sheet)ㆍ패널ㆍ타일과 이와 유사한 제품,"Other sheets, panels, tiles and similar articles"
6811890000,그 밖의 제품,Other articles
6812800000,청석면의 것,Of crocidolite
6812910000,의류ㆍ의류 부속품ㆍ신발ㆍ모자류,"Clothing, clothing accessories, footwear and headgear"
6812990000,기타,Other
6813200000,석면을 함유한 것,Containing asbestos
6813810000,브레이크 라이닝(brake lining)과 패드,Brake linings and pads
6813891000,클러치 페이싱,Clutch facing
6813899000,기타,Other
6814100000,판ㆍ시트(sheet)ㆍ스트립(strip)(응결시키거나 재생한 운모의 것으로 한정하며 지지물에 부착한 것인지에 상관없다),"Plates, sheets and strips of agglomerated or reconstituted mica, whether or not on a support"
6814900000,기타,Other
6815110000,탄소섬유,Carbon fibres
6815120000,탄소섬유 직물,Fabrics of carbon fibres
6815131000,프리프레그,Prepregs
6815139000,기타,Other
6815191000,비전기용 흑연제품,Non-electrical articles of graphite
6815199000,기타,Other
6815200000,이탄(泥炭)제품,Articles of peat
6815910000,"마그네사이트, 페리클레이스(periclase) 형태의 마그네시아, 백운석[돌라임(dolime) 형태의 것을 포함한다)]이나 크로마이트를 함유한 것","Containing magnesite, magnesia in the form of periclase, dolomite including in the form of dolime, or chromite"
6815990000,기타,Other
6901001000,벽돌,Bricks
6901002000,블록,Blocks
6901003000,타일,Tiles
69010090,기타,Other
6901009010,슬래브와 패널,Slabs and panels
6901009090,기타,Other
6902100000,마그네슘ㆍ칼슘ㆍ크로뮴원소를 산화마그네슘ㆍ산화칼슘ㆍ산화크로뮴으로 표현하였을 때 하나 이상의 함유량이 전 중량의 100분의 50을 초과하는 것,"Containing by weight, singly or together, more than 50 % of the elements Mg, Ca or Cr, expressed as MgO, CaO or Cr2O3"
6902200000,"알루미나(Al2O3)ㆍ실리카(SiO2), 이들의 혼합물이나 화합물의 함유량이 전 중량의 100분의 50을 초과하는 것","Containing by weight more than 50 % of alumina (Al2O3), of silica(SiO2) or of a mixture or compound of these products"
6902901000,탄화규소나 지르콘을 기본 재료로 한 것,Based upon silicon carbide or zircon
6902909000,기타,Other
69031020,도가니,Crucibles
6903102010,반도체 웨이퍼(wafer) 제조에 사용되는 노(爐)용,For furnaces for production of semiconductor wafers
6903102090,기타,Other
6903105000,노즐,Nozzles
6903109000,기타,Other
6903202000,도가니,Crucibles
6903205000,노즐,Nozzles
6903207000,관(管),Tubes and pipes
6903209000,기타,Other
6903901000,탄화규소나 지르콘을 기본 재료로 한 것,Based upon silicon carbide or zircon
69039090,기타,Other
6903909020,도가니,Crucibles
6903909070,관(管),Tubes and pipes
6903909080,"막대(bar, rod)",Bars and rods
6903909090,기타,Other
6904100000,건축용 벽돌,Building bricks
6904900000,기타,Other
6905100000,기와(지붕타일),Roofing tiles
6905900000,기타,Other
6906001000,관(管)ㆍ도관(導管)ㆍ홈통,"Pipes, conduits and guttering"
6906002000,관의 연결구류,Pipe fittings
6907210000,수분흡수계수가 중량기준으로 100분의 0.5 이하인 것,Of a water absorption coefficient by weight not exceeding 0.5 %
6907221000,수분흡수계수가 중량기준으로 100분의 0.5 초과 100분의 3 이하인 것,Of a water absorption coefficient by weight exceeding 0.5 % but not exceeding 3 %
6907229000,기타,Other
6907230000,수분흡수계수가 중량기준으로 100분의 10 초과인 것,Of a water absorption coefficient by weight exceeding 10 %
6907301000,자기제의 것,Of porcelain or china
6907309000,기타,Other
6907401000,자기제의 것,Of porcelain or china
6907409000,기타,Other
6909110000,자기제의 것,Of porcelain or china
6909120000,모스 경도가 9 이상인 물품,Articles having a hardness equivalent to 9 or more on the Mohs scale
6909190000,기타,Other
6909900000,기타,Other
6910101000,세면대,Wash basins
6910103000,수세식 변기통,Water closet pans
6910104000,소변기,Urinals
6910109000,기타,Other
6910900000,기타,Other
6911101000,커피 세트ㆍ티세트,Coffee sets or tea sets
6911102000,"공기, 대접과 접시",Bowls and dishes
6911109000,기타,Other
6911900000,기타,Other
69120010,식탁용품과 주방용품,Tableware and kitchenware
6912001010,커피 세트ㆍ티세트,Coffee sets or tea sets
6912001020,"공기, 대접과 접시",Bowls and dishes
6912001090,기타,Other
6912002000,가정용품,Household articles
6912003000,화장용품,Toilet articles
6912009000,기타,Other
6913100000,자기제의 것,Of porcelain or china
6913900000,기타,Other
6914101000,화분,Flower-pots
6914109000,기타,Other
6914901000,화분,Flower-pots
6914909000,기타,Other
7001001000,괴(塊),Mass
7001002000,"웨이스트(waste)ㆍ스크랩(scrap), 깨진 유리","Waste and scrap, cullet"
7002100000,구(球),Balls
7002201000,반도체 제조용으로서 석영제품(quartz ware) 제조에 사용되는 것,For the manufacture of quartz wares for semiconductor
7002209000,기타,Other
7002311000,반도체 제조용으로서 석영제품(quartz ware) 제조에 사용되는 것,For the manufacture of quartz wares for semiconductor
7002319000,기타,Other
7002320000,선팽창계수가 섭씨 0도에서 300도의 범위 내에서 1켈빈온도당 1백만분의 5 이하인 그 밖의 유리로 만든 것,Of other glass having a linear coefficient of expansion not exceeding 5×10-6 per Kelvin within a temperature range of 0℃ to 300℃
7002390000,기타,Other
7003121000,두께가 2밀리미터 이하인 것 ,Not more than 2 ㎜ in thickness
7003122000,두께가 2밀리미터 초과 3밀리미터 이하인 것 ,More than 2 ㎜ but not more than 3 ㎜ in thickness
7003123000,두께가 3밀리미터 초과 4밀리미터 이하인 것 ,More than 3 ㎜ but not more than 4 ㎜ in thickness
7003124000,두께가 4밀리미터 초과 5밀리미터 이하인 것 ,More than 4 ㎜ but not more than 5 ㎜ in thickness
7003125000,두께가 5밀리미터 초과 6밀리미터 이하인 것 ,More than 5 ㎜ but not more than 6 ㎜ in thickness
7003126000,두께가 6밀리미터 초과 8밀리미터 이하인 것 ,More than 6 ㎜ but not more than 8 ㎜ in thickness
7003127000,두께가 8밀리미터를 초과하는 것,More than 8 ㎜ in thickness
7003191000,두께가 2밀리미터 이하인 것 ,Not more than 2 ㎜ in thickness
7003192000,두께가 2밀리미터 초과 3밀리미터 이하인 것 ,More than 2 ㎜ but not more than 3 ㎜ in thickness
7003193000,두께가 3밀리미터 초과 4밀리미터 이하인 것 ,More than 3 ㎜ but not more than 4 ㎜ in thickness
7003194000,두께가 4밀리미터 초과 5밀리미터 이하인 것 ,More than 4 ㎜ but not more than 5 ㎜ in thickness
7003195000,두께가 5밀리미터 초과 6밀리미터 이하인 것 ,More than 5 ㎜ but not more than 6 ㎜ in thickness
7003196000,두께가 6밀리미터 초과 8밀리미터 이하인 것 ,More than 6 ㎜ but not more than 8 ㎜ in thickness
7003197000,두께가 8밀리미터를 초과하는 것,More than 8 ㎜ in thickness
7003200000,망입(網入) 시트(sheet) 유리,Wired sheets
7003300000,프로파일(profile),Profiles
7004201000,두께가 2밀리미터 이하인 것 ,Not more than 2 ㎜ in thickness
7004202000,두께가 2밀리미터 초과 3밀리미터 이하인 것 ,More than 2 ㎜ but not more than 3 ㎜ in thickness
7004203000,두께가 3밀리미터 초과 4밀리미터 이하인 것 ,More than 3 ㎜ but not more than 4 ㎜ in thickness
7004204000,두께가 4밀리미터 초과 5밀리미터 이하인 것 ,More than 4 ㎜ but not more than 5 ㎜ in thickness
7004205000,두께가 5밀리미터 초과 6밀리미터 이하인 것 ,More than 5 ㎜ but not more than 6 ㎜ in thickness
7004206000,두께가 6밀리미터 초과 8밀리미터 이하인 것 ,More than 6 ㎜ but not more than 8 ㎜ in thickness
7004207000,두께가 8밀리미터를 초과하는 것,More than 8 ㎜ in thickness
7004901000,두께가 2밀리미터 이하인 것 ,Not more than 2 ㎜ in thickness
7004902000,두께가 2밀리미터 초과 3밀리미터 이하인 것 ,More than 2 ㎜ but not more than 3 ㎜ in thickness
7004903000,두께가 3밀리미터 초과 4밀리미터 이하인 것 ,More than 3 ㎜ but not more than 4 ㎜ in thickness
7004904000,두께가 4밀리미터 초과 5밀리미터 이하인 것 ,More than 4 ㎜ but not more than 5 ㎜ in thickness
7004905000,두께가 5밀리미터 초과 6밀리미터 이하인 것 ,More than 5 ㎜ but not more than 6 ㎜ in thickness
7004906000,두께가 6밀리미터 초과 8밀리미터 이하인 것 ,More than 6 ㎜ but not more than 8 ㎜ in thickness
7004907000,두께가 8밀리미터를 초과하는 것,More than 8 ㎜ in thickness
70051010,반사유리,Reflective glass
7005101010,두께가 4밀리미터 이하인 것,Not more than 4 mm in thickness
7005101020,두께가 4밀리미터 초과 6밀리미터 이하인 것,More than 4 mm but not more than 6 mm in thickness
7005101030,두께가 6밀리미터 초과 8밀리미터 이하인 것,More than 6 mm but not more than 8 mm in thickness
7005101040,두께가 8밀리미터를 초과하는 것,More than 8 mm in thickness
70051020,저방사유리,Low-emissivity glass
7005102010,두께가 4밀리미터 이하인 것,Not more than 4 mm in thickness
7005102020,두께가 4밀리미터 초과 6밀리미터 이하인 것,More than 4 mm but not more than 6 mm in thickness
7005102030,두께가 6밀리미터 초과 8밀리미터 이하인 것,More than 6 mm but not more than 8 mm in thickness
7005102040,두께가 8밀리미터를 초과하는 것,More than 8 mm in thickness
70051090,기타,Other
7005109010,두께가 4밀리미터 이하인 것,Not more than 4 mm in thickness
7005109020,두께가 4밀리미터 초과 6밀리미터 이하인 것,More than 4 mm but not more than 6 mm in thickness
7005109030,두께가 6밀리미터 초과 8밀리미터 이하인 것,More than 6 mm but not more than 8 mm in thickness
7005109040,두께가 8밀리미터를 초과하는 것,More than 8 mm in thickness
7005211000,두께가 2밀리미터 이하인 것 ,Not more than 2 ㎜ in thickness
7005212000,두께가 2밀리미터 초과 3밀리미터 이하인 것 ,More than 2 ㎜ but not more than 3 ㎜ in thickness
7005213000,두께가 3밀리미터 초과 4밀리미터 이하인 것 ,More than 3 ㎜ but not more than 4 ㎜ in thickness
7005214000,두께가 4밀리미터 초과 5밀리미터 이하인 것 ,More than 4 ㎜ but not more than 5 ㎜ in thickness
7005215000,두께가 5밀리미터 초과 6밀리미터 이하인 것 ,More than 5 ㎜ but not more than 6 ㎜ in thickness
7005216000,두께가 6밀리미터 초과 8밀리미터 이하인 것 ,More than 6 ㎜ but not more than 8 ㎜ in thickness
70052170,두께가 8밀리미터를 초과하는 것,More than 8 ㎜ in thickness
7005217010,두께가 10밀리미터 이하인 것,Not more than 10 mm in thickness
7005217020,두께가 10밀리미터 초과 12밀리미터 이하인 것,More than 10 mm but not more than 12 mm in thickness
7005217030,두께가 12밀리미터를 초과하는 것,More than 12 mm in thickness
70052910,두께가 2밀리미터 이하인 것,Not more than 2 ㎜ in thickness
7005291010,플라즈마 디스플레이 패널용,For PDP (plasma display panel)
7005291020,반도체나 평판디스플레이 제조에 사용되는 블랭크마스크(blank mask)용,"For blank mask used in the manufacture of semiconductor, or of FPD (flat panel display)"
7005291030,유기발광 디스플레이 패널용,For OLED (organic light-emitting display)
7005291040,액정 디스플레이용,For LCD (liquid cristal display)
700529109,기타,Other
7005291091,맑은 유리,Clear and transparent glass
7005291092,저철분 유리,Extra clear low-iron glass
7005291099,기타,Other
70052920,두께가 2밀리미터 초과 3밀리미터 이하인 것,More than 2 ㎜ but not more than 3 ㎜ in thickness
7005292010,플라즈마 디스플레이 패널용,For PDP (plasma display panel)
7005292020,반도체나 평판디스플레이 제조에 사용되는 블랭크마스크(blank mask)용,"For blank mask used in the manufacture of semiconductor, or of FPD (flat panel display)"
7005292030,유기발광 디스플레이 패널용,For OLED (organic light-emitting display)
700529209,기타,Other
7005292091,맑은 유리,Clear and transparent glass
7005292092,저철분 유리,Extra clear low-iron glass
7005292099,기타,Other
70052930,두께가 3밀리미터 초과 4밀리미터 이하인 것,More than 3 ㎜ but not more than 4 ㎜ in thickness
7005293010,맑은 유리,Clear and transparent glass
7005293020,저철분 유리,Extra clear low-iron glass
7005293090,기타,Other
70052940,두께가 4밀리미터 초과 5밀리미터 이하인 것,More than 4 ㎜ but not more than 5 ㎜ in thickness
7005294010,맑은 유리,Clear and transparent glass
7005294020,저철분 유리,Extra clear low-iron glass
7005294090,기타,Other
70052950,두께가 5밀리미터 초과 6밀리미터 이하인 것,More than 5 ㎜ but not more than 6 ㎜ in thickness
7005295010,맑은 유리,Clear and transparent glass
7005295020,저철분 유리,Extra clear low-iron glass
7005295090,기타,Other
70052960,두께가 6밀리미터 초과 8밀리미터 이하인 것,More than 6 ㎜ but not more than 8 ㎜ in thickness
7005296010,맑은 유리,Clear and transparent glass
7005296020,저철분 유리,Extra clear low-iron glass
7005296090,기타,Other
70052970,두께가 8밀리미터 초과 10밀리미터 이하인 것,More than 8 mm but not more than 10 mm in thickness
7005297010,맑은 유리,Clear and transparent glass
7005297020,저철분 유리,Extra clear low-iron glass
7005297090,기타,Other
70052980,두께가 10밀리미터 초과 12밀리미터 이하인 것,More than 10 mm but not more than 12 mm in thickness
7005298010,맑은 유리,Clear and transparent glass
7005298020,저철분 유리,Extra clear low-iron glass
7005298090,기타,Other
70052990,두께가 12밀리미터를 초과하는 것,More than 12 mm in thickness
7005299010,맑은 유리,Clear and transparent glass
7005299020,저철분 유리,Extra clear low-iron glass
7005299090,기타,Other
7005300000,망입(網入) 유리,Wired glass
7006001000,플라즈마 디스플레이 패널용,For PDP (plasma display panel)
7006002000,반도체나 평판디스플레이 제조에 사용되는 블랭크마스크(blank mask)용,"For blank mask used in the manufacture of semiconductor, or of FPD (flat panel display)"
7006003000,유기발광 디스플레이 패널용,For OLED (organic light-emitting display)
7006004000,액정 디스플레이용,For LCD (liquid cristal display)
7006009000,기타,Other
7007111000,두께가 8밀리미터 이하인 것,Not more than 8 mm in thickness
7007112000,두께가 8밀리미터를 초과하는 것,More than 8 mm in thickness
7007191000,두께가 8밀리미터 이하인 것,Not more than 8 mm in thickness
7007192000,두께가 8밀리미터를 초과하는 것,More than 8 mm in thickness
7007211000,두께가 12밀리미터 이하인 것(필름 두께를 포함한다),"Not more than 12 mm in total thickness, including film thickness"
7007212000,두께가 12밀리미터를 초과하는 것(필름 두께를 포함한다),"More than 12 mm in total thickness, including film thickness"
7007291000,두께가 12밀리미터 이하인 것(필름 두께를 포함한다),"Not more than 12 mm in total thickness, including film thickness"
7007292000,두께가 12밀리미터를 초과하는 것(필름 두께를 포함한다),"More than 12 mm in total thickness, including film thickness"
7008000000,유리로 만든 복층 절연유닛,Multiple-walled insulating units of glass.
7009100000,백미러(차량용으로 한정한다),Rear-view mirrors for vehicles
7009910000,틀이 붙지 않은 것,Unframed
7009920000,틀이 붙은 것,Framed
7010100000,앰플,Ampoules
7010200000,마개ㆍ뚜껑과 그 밖의 마개류,"Stoppers, lids and other closures"
7010900000,기타,Other
7011100000,전등용,For electric lighting
7011201000,천연색용,Color
7011209000,기타,Other
7011900000,기타,Other
7013100000,유리 도자제의 것,Of glass-ceramics
7013220000,납 크리스탈로 만든 것,Of lead crystal
7013280000,기타,Other
7013330000,납 크리스탈로 만든 것,Of lead crystal
7013370000,기타,Other
7013410000,납 크리스탈로 만든 것,Of lead crystal
7013420000,선팽창계수가 섭씨 0도에서 300도의 범위 내에서 1켈빈온도당 백만분의 5 이하인 유리로 만든 것,Of glass having a linear coefficient of expansion not exceeding 5 x 10-6 per Kelvin within a temperature range of 0℃ to 300℃
7013490000,기타,Other
7013910000,납 크리스탈로 만든 것,Of lead crystal
7013990000,기타,Other
7014001000,실드빔 램프(sealed beam lamp)의 것,Of sealed beam lamp
70140090,기타,Other
7014009010,신호용 유리제품,Signalling glassware
7014009020,유리로 만든 광학소자,Optical elements of glass
7015100000,시력교정용 안경유리,Glasses for corrective spectacles
7015901000,선글라스용,For sun glasses
7015902000,시계용 유리와 이와 유사한 것,Clock or watch glasses and the like
